term,df,months,recent_df,recency,score,topic1,topic2,words,lang
자극,5,4,4,0.8,4.729,safety_research,cybersecurity,1,ko
반도체 제조,5,4,4,0.8,4.729,sovereign_ai,,2,ko
추적할,5,4,4,0.8,4.729,frontier,law,1,ko
드러난,5,4,4,0.8,4.729,youth,physical_ai,1,ko
IEC JTC,5,4,4,0.8,4.729,standards,safety_research,2,en
SC,5,4,4,0.8,4.729,standards,safety_research,1,en
설계되었,5,4,4,0.8,4.729,agentic_ai,national_security,1,ko
사회기술적,5,4,4,0.8,4.729,national_security,safety_research,1,ko
테네시,5,4,4,0.8,4.729,law,politics,1,ko
Promote,5,4,4,0.8,4.729,deepfake_disinfo,norms,1,en
resilient,5,4,4,0.8,4.729,cybersecurity,norms,1,en
챗봇 대화,5,4,4,0.8,4.729,healthcare,law,2,ko
글로벌 대화,5,4,4,0.8,4.729,norms,law,2,ko
공통 기준,5,4,4,0.8,4.729,law,norms,2,ko
장거리,5,4,4,0.8,4.729,national_security,physical_ai,1,ko
시선,5,4,4,0.8,4.729,physical_ai,,1,ko
활용하되,5,4,4,0.8,4.729,deepfake_disinfo,cybersecurity,1,ko
거버넌스 역량,5,4,4,0.8,4.729,law,frontier,2,ko
Data Governance,5,4,4,0.8,4.729,law,guideline,2,en
Maturity,5,4,4,0.8,4.729,cybersecurity,law,1,en
Cooperative,5,4,4,0.8,4.729,agentic_ai,safety_research,1,en
만여,5,4,4,0.8,4.729,frontier,cybersecurity,1,ko
유지되지,5,4,4,0.8,4.729,healthcare,cybersecurity,1,ko
사용되고,5,4,4,0.8,4.729,healthcare,cybersecurity,1,ko
budget,5,4,4,0.8,4.729,safety_research,agentic_ai,1,en
심화되고,5,4,4,0.8,4.729,norms,law,1,ko
잃을,5,4,4,0.8,4.729,frontier,law,1,ko
유망,5,4,4,0.8,4.729,sovereign_ai,physical_ai,1,ko
심화되,5,4,4,0.8,4.729,safety_research,national_security,1,ko
GW,5,4,4,0.8,4.729,frontier,safety_research,1,en
프로그램 확대,5,4,4,0.8,4.729,frontier,cybersecurity,2,ko
규제당국,5,4,4,0.8,4.729,law,cybersecurity,1,ko
접근하지,5,4,4,0.8,4.729,cybersecurity,frontier,1,ko
방안 마련할,5,4,4,0.8,4.729,norms,law,2,ko
AI-Powered,5,4,4,0.8,4.729,cybersecurity,frontier,1,en
차별 금지,5,4,4,0.8,4.729,law,norms,2,ko
무비판적,5,4,4,0.8,4.729,politics,,1,ko
summary,5,4,4,0.8,4.729,law,cybersecurity,1,en
대규모 데이터센터,5,4,4,0.8,4.729,law,guideline,2,ko
외부 전문,5,4,4,0.8,4.729,cybersecurity,law,2,ko
에이전트 궤적,5,4,4,0.8,4.729,agentic_ai,cybersecurity,2,ko
despite,5,4,4,0.8,4.729,frontier,open_weight,1,en
promotion,5,4,4,0.8,4.729,frontier,cybersecurity,1,en
정부 부처,5,4,4,0.8,4.729,guideline,youth,2,ko
주제별,5,4,4,0.8,4.729,safety_research,norms,1,ko
기부,5,4,4,0.8,4.729,safety_research,incidents,1,ko
일치하,5,4,4,0.8,4.729,safety_research,cybersecurity,1,ko
원자력,5,4,4,0.8,4.729,cybersecurity,national_security,1,ko
건은,5,4,4,0.8,4.729,law,cybersecurity,1,ko
환불,5,4,4,0.8,4.729,guideline,cybersecurity,1,ko
디지털경제,5,4,4,0.8,4.729,law,guideline,1,ko
비슷한 성능,5,4,4,0.8,4.729,safety_research,open_weight,2,ko
위험 시나리오,5,4,4,0.8,4.729,safety_research,guideline,2,ko
asks,5,4,4,0.8,4.729,law,frontier,1,en
주체별,5,4,4,0.8,4.729,norms,deepfake_disinfo,1,ko
관한 기본법,5,4,4,0.8,4.729,law,guideline,2,ko
규정한,5,4,4,0.8,4.729,norms,guideline,1,ko
맡아,5,4,4,0.8,4.729,standards,physical_ai,1,ko
지속적인 모니터링,5,4,4,0.8,4.729,deepfake_disinfo,healthcare,2,ko
PM,5,4,4,0.8,4.729,agentic_ai,physical_ai,1,en
산업적,5,4,4,0.8,4.729,law,national_security,1,ko
프라이버시 문제,5,4,4,0.8,4.729,healthcare,law,2,ko
접근성 문제,5,4,4,0.8,4.729,politics,deepfake_disinfo,2,ko
messages,5,4,4,0.8,4.729,cybersecurity,frontier,1,en
고위험 상황,5,4,4,0.8,4.729,frontier,healthcare,2,ko
검증한,5,4,4,0.8,4.729,safety_research,agentic_ai,1,ko
동물,5,4,4,0.8,4.729,standards,safety_research,1,ko
노출도,5,4,4,0.8,4.729,agentic_ai,,1,ko
소송 진행,5,4,4,0.8,4.729,law,frontier,2,ko
보호 관련,5,4,4,0.8,4.729,law,physical_ai,2,ko
cms,5,4,4,0.8,4.729,healthcare,frontier,1,en
Customer,5,4,4,0.8,4.729,deepfake_disinfo,frontier,1,en
Higher Education,5,4,4,0.8,4.729,guideline,politics,2,en
내각부,5,4,4,0.8,4.729,guideline,deepfake_disinfo,1,ko
법률 연구,5,4,4,0.8,4.729,law,norms,2,ko
조작적,5,4,4,0.8,4.729,youth,law,1,ko
필요한 작업,5,4,4,0.8,4.729,frontier,law,2,ko
JD,5,4,4,0.8,4.729,law,deepfake_disinfo,1,en
맞아,5,4,4,0.8,4.729,sovereign_ai,agentic_ai,1,ko
연대,5,4,4,0.8,4.729,law,national_security,1,ko
정치 콘텐츠,5,4,4,0.8,4.729,law,politics,2,ko
기회 확대,5,4,4,0.8,4.729,national_security,law,2,ko
한국금융연구원,5,4,4,0.8,4.729,agentic_ai,law,1,ko
측정하 방법,5,4,4,0.8,4.729,frontier,cybersecurity,2,ko
규제할,5,4,4,0.8,4.729,law,politics,1,ko
조장,5,4,4,0.8,4.729,youth,cybersecurity,1,ko
Developer,5,4,4,0.8,4.729,,,1,en
regulated,5,4,4,0.8,4.729,frontier,cybersecurity,1,en
증대,5,4,4,0.8,4.729,deepfake_disinfo,frontier,1,ko
원칙 바탕,5,4,4,0.8,4.729,norms,guideline,2,ko
않았음,5,4,4,0.8,4.729,frontier,cybersecurity,1,ko
공평한,5,4,4,0.8,4.729,healthcare,guideline,1,ko
슈퍼,5,4,4,0.8,4.729,politics,frontier,1,ko
Exam,5,4,4,0.8,4.729,frontier,cybersecurity,1,en
weeks,5,4,4,0.8,4.729,frontier,cybersecurity,1,en
더욱 강력한,5,4,4,0.8,4.729,safety_research,agentic_ai,2,ko
요약한,5,4,4,0.8,4.729,law,safety_research,1,ko
유리할,5,4,4,0.8,4.729,safety_research,cybersecurity,1,ko
재평,5,4,4,0.8,4.729,cybersecurity,frontier,1,ko
판단하고,5,4,4,0.8,4.729,safety_research,physical_ai,1,ko
확장 가능성,5,4,4,0.8,4.729,frontier,agentic_ai,2,ko
연구 한계,5,4,4,0.8,4.729,agentic_ai,frontier,2,ko
처리 능력,5,4,4,0.8,4.729,frontier,agentic_ai,2,ko
reliable,5,4,4,0.8,4.729,deepfake_disinfo,cybersecurity,1,en
개발하지,5,4,4,0.8,4.729,national_security,frontier,1,ko
시작했,5,4,4,0.8,4.729,law,norms,1,ko
에이전트 설계,5,4,4,0.8,4.729,agentic_ai,cybersecurity,2,ko
데이터 요약,5,4,4,0.8,4.729,law,guideline,2,ko
Economic Futures,5,4,4,0.8,4.729,frontier,norms,2,en
다리오 아모데,5,4,4,0.8,4.729,frontier,politics,2,ko
시도할,5,4,4,0.8,4.729,agentic_ai,safety_research,1,ko
분야 혁신,5,4,4,0.8,4.729,norms,national_security,2,ko
동형암호,5,4,4,0.8,4.729,agentic_ai,physical_ai,1,ko
환경 조성,5,4,4,0.8,4.729,law,agentic_ai,2,ko
light,5,4,4,0.8,4.729,guideline,safety_research,1,en
핵심적,5,4,4,0.8,4.729,agentic_ai,incidents,1,ko
ICML,5,4,4,0.8,4.729,agentic_ai,incidents,1,en
가치 판단,5,4,4,0.8,4.729,norms,guideline,2,ko
사회적 관계,5,4,4,0.8,4.729,youth,guideline,2,ko
보류,5,4,4,0.8,4.729,frontier,safety_research,1,ko
에너지 분야,5,4,4,0.8,4.729,law,physical_ai,2,ko
퍼지,5,4,4,0.8,4.729,guideline,safety_research,1,ko
investigate,5,4,4,0.8,4.729,agentic_ai,law,1,en
에너지 사용,5,4,4,0.8,4.729,politics,youth,2,ko
default,5,4,4,0.8,4.729,frontier,,1,en
scaffold,5,4,4,0.8,4.729,standards,cybersecurity,1,en
AF,5,4,4,0.8,4.729,safety_research,law,1,en
artists,5,4,4,0.8,4.729,law,,1,en
양국 정상,5,4,4,0.8,4.729,physical_ai,norms,2,ko
의료 영상,5,4,4,0.8,4.729,guideline,healthcare,2,ko
행동 계획,5,4,4,0.8,4.729,cybersecurity,norms,2,ko
기반 기술,5,4,4,0.8,4.729,law,guideline,2,ko
Core,5,4,4,0.8,4.729,law,cybersecurity,1,en
조와,5,4,4,0.8,4.729,law,,1,ko
확산 방지,5,4,4,0.8,4.729,cybersecurity,law,2,ko
생성 평가,5,4,4,0.8,4.729,safety_research,standards,2,ko
제공되어,5,4,4,0.8,4.729,agentic_ai,safety_research,1,ko
침해 가능성,5,4,4,0.8,4.729,guideline,law,2,ko
고등교육,5,4,4,0.8,4.729,norms,cybersecurity,1,ko
빠른 성장,5,4,4,0.8,4.729,frontier,guideline,2,ko
감독 강화,5,4,4,0.8,4.729,frontier,norms,2,ko
경과 따른,5,4,4,0.8,4.729,agentic_ai,frontier,2,ko
Instability,5,4,4,0.8,4.729,frontier,safety_research,1,en
System Card,5,4,4,0.8,4.729,frontier,norms,2,en
테스트된,5,4,4,0.8,4.729,frontier,national_security,1,ko
행동 모델,5,4,4,0.8,4.729,cybersecurity,frontier,2,ko
본질적,5,4,4,0.8,4.729,cybersecurity,guideline,1,ko
자원 부족,5,4,4,0.8,4.729,open_weight,frontier,2,ko
수행하거나,5,4,4,0.8,4.729,frontier,cybersecurity,1,ko
안전 의제,5,4,4,0.8,4.729,safety_research,guideline,2,ko
신용,5,4,4,0.8,4.729,law,cybersecurity,1,ko
정보 접근,5,4,4,0.8,4.729,agentic_ai,guideline,2,ko
MAS,5,4,4,0.8,4.729,guideline,norms,1,en
정부 조달,5,4,4,0.8,4.729,safety_research,politics,2,ko
주말,5,4,4,0.8,4.729,frontier,youth,1,ko
전면적인,5,4,4,0.8,4.729,cybersecurity,agentic_ai,1,ko
안전성 보안,5,4,4,0.8,4.729,standards,cybersecurity,2,ko
보고 의무,5,4,4,0.8,4.729,law,guideline,2,ko
준수 기한,5,4,4,0.8,4.729,law,guideline,2,ko
Realistic,5,4,4,0.8,4.729,open_weight,cybersecurity,1,en
수정한,5,4,4,0.8,4.729,deepfake_disinfo,cybersecurity,1,ko
monitors,5,4,4,0.8,4.729,agentic_ai,cybersecurity,1,en
영향 받을,5,4,4,0.8,4.729,frontier,law,2,ko
치명적 위험,5,4,4,0.8,4.729,law,frontier,2,ko
눈에 띄는,5,4,4,0.8,4.729,safety_research,physical_ai,2,ko
Trump Administration,5,4,4,0.8,4.729,frontier,cybersecurity,2,en
유니버설,5,4,4,0.8,4.729,law,cybersecurity,1,ko
통합될,5,4,4,0.8,4.729,norms,national_security,1,ko
por,5,4,4,0.8,4.729,law,youth,1,en
philosophy,5,4,4,0.8,4.729,safety_research,norms,1,en
동반,5,4,4,0.8,4.729,law,agentic_ai,1,ko
신뢰 문제,5,4,4,0.8,4.729,norms,deepfake_disinfo,2,ko
recommendations,5,4,4,0.8,4.729,guideline,agentic_ai,1,en
하지 않으,5,4,4,0.8,4.729,healthcare,frontier,2,ko
회장,5,4,4,0.8,4.729,norms,law,1,ko
달라짐,5,4,4,0.8,4.729,safety_research,frontier,1,ko
adversarial attacks,5,4,4,0.8,4.729,standards,safety_research,2,en
rollout,5,4,4,0.8,4.729,frontier,youth,1,en
웨비나,5,4,4,0.8,4.729,law,frontier,1,ko
Size,5,4,4,0.8,4.729,frontier,agentic_ai,1,en
JB,5,4,4,0.8,4.729,law,frontier,1,en
달성하고,5,4,4,0.8,4.729,safety_research,open_weight,1,ko
Obfuscation,5,4,4,0.8,4.729,safety_research,frontier,1,en
정립하고,5,4,4,0.8,4.729,standards,law,1,ko
규제 거버넌스,5,4,4,0.8,4.729,standards,cybersecurity,2,ko
코치,5,4,4,0.8,4.729,safety_research,frontier,1,ko
위험 커지고,5,4,4,0.8,4.729,cybersecurity,frontier,2,ko
자문 포럼,5,4,4,0.8,4.729,law,cybersecurity,2,ko
파괴,5,4,4,0.8,4.729,national_security,guideline,1,ko
보고하,5,4,4,0.8,4.729,law,safety_research,1,ko
신뢰 확보,5,4,4,0.8,4.729,law,safety_research,2,ko
만장일치,5,4,4,0.8,4.729,law,incidents,1,ko
Genie,5,4,4,0.8,4.729,frontier,agentic_ai,1,en
공익 관련,5,4,4,0.8,4.729,deepfake_disinfo,law,2,ko
크게 달라질,5,4,4,0.8,4.729,frontier,healthcare,2,ko
Modified MIT,5,4,4,0.8,4.729,frontier,open_weight,2,en
신청 마감,5,4,4,0.8,4.729,agentic_ai,frontier,2,ko
reward model,5,4,4,0.8,4.729,safety_research,frontier,2,en
BBC,5,4,4,0.8,4.729,guideline,cybersecurity,1,en
업데이트하,5,4,4,0.8,4.729,cybersecurity,safety_research,1,ko
calling,5,4,4,0.8,4.729,agentic_ai,youth,1,en
쓰지,5,4,4,0.8,4.729,healthcare,safety_research,1,ko
일정 등은,5,4,4,0.8,4.729,safety_research,politics,2,ko
민사상 제재,5,4,4,0.8,4.729,law,incidents,2,ko
세이프티 인스티튜트,5,4,4,0.8,4.729,safety_research,cybersecurity,2,ko
재편하,5,4,4,0.8,4.729,national_security,politics,1,ko
주재,5,4,4,0.8,4.729,national_security,safety_research,1,ko
출력 수준,5,4,4,0.8,4.729,open_weight,healthcare,2,ko
오픈소스 소프트웨어,5,4,4,0.8,4.729,cybersecurity,safety_research,2,ko
시행 예정,5,4,4,0.8,4.729,law,guideline,2,ko
NCII,5,4,4,0.8,4.729,law,deepfake_disinfo,1,en
활성화 방안,5,4,4,0.8,4.729,open_weight,agentic_ai,2,ko
exploration,5,4,4,0.8,4.729,safety_research,guideline,1,en
스캐폴드,5,4,4,0.8,4.729,guideline,frontier,1,ko
에이전트 구축,5,4,4,0.8,4.729,agentic_ai,cybersecurity,2,ko
뉴델리,5,4,4,0.8,4.729,norms,youth,1,ko
RFI,5,4,4,0.8,4.729,agentic_ai,standards,1,en
보고서 인공지능,8,5,2,0.25,4.724,open_weight,norms,2,ko
Zenodo,42,1,42,1.0,4.693,safety_research,agentic_ai,1,en
우리나라,7,5,2,0.286,4.577,law,guideline,1,ko
원치,7,5,2,0.286,4.577,frontier,open_weight,1,ko
가장 높았고,8,3,5,0.625,4.569,frontier,safety_research,2,ko
Flash Cyber,9,2,9,1.0,4.553,cybersecurity,frontier,2,en
하정우,9,2,9,1.0,4.553,politics,national_security,1,ko
시스템 무단,9,2,9,1.0,4.553,cybersecurity,frontier,2,ko
책임 주체,9,2,9,1.0,4.553,guideline,agentic_ai,2,ko
Her,9,2,9,1.0,4.553,deepfake_disinfo,agentic_ai,1,en
DeepSWE,9,2,9,1.0,4.553,frontier,cybersecurity,1,en
우려 제기되고,9,2,9,1.0,4.553,cybersecurity,deepfake_disinfo,2,ko
대비 성능,9,2,9,1.0,4.553,cybersecurity,frontier,2,ko
성질,9,2,9,1.0,4.553,safety_research,cybersecurity,1,ko
비교하 방식,9,2,9,1.0,4.553,guideline,agentic_ai,2,ko
유해 행동,9,2,9,1.0,4.553,safety_research,frontier,2,ko
공지,9,2,9,1.0,4.553,frontier,cybersecurity,1,ko
문제 해결하려,9,2,9,1.0,4.553,safety_research,incidents,2,ko
해결하려 동기,9,2,9,1.0,4.553,safety_research,incidents,2,ko
국가대표,10,2,9,0.9,4.531,safety_research,sovereign_ai,1,ko
mechanistic interpretability,7,3,5,0.714,4.53,safety_research,,2,en
내러티브,7,3,5,0.714,4.53,politics,frontier,1,ko
RAISE,7,3,5,0.714,4.53,law,frontier,1,en
Evaluation Results,7,6,1,0.143,4.509,frontier,cybersecurity,2,en
개발 중단,6,3,5,0.833,4.496,frontier,national_security,2,ko
유플러스,6,3,5,0.833,4.496,cybersecurity,agentic_ai,1,ko
privacy-preserving,6,3,5,0.833,4.496,safety_research,law,1,en
개가 넘는,6,3,5,0.833,4.496,frontier,cybersecurity,2,ko
일반 능력,6,3,5,0.833,4.496,safety_research,cybersecurity,2,ko
측정 지표,6,3,5,0.833,4.496,healthcare,law,2,ko
경위,6,3,5,0.833,4.496,cybersecurity,frontier,1,ko
시대 개인정보,6,3,5,0.833,4.496,law,agentic_ai,2,ko
Costs,6,3,5,0.833,4.496,law,healthcare,1,en
면허,6,3,5,0.833,4.496,law,deepfake_disinfo,1,ko
Notes,6,3,5,0.833,4.496,law,cybersecurity,1,en
콘텐츠 접근,6,3,5,0.833,4.496,youth,law,2,ko
videos,6,3,5,0.833,4.496,youth,,1,en
의향,6,3,5,0.833,4.496,law,politics,1,ko
AdvBench,6,3,5,0.833,4.496,safety_research,cybersecurity,1,en
기술 급속한,6,3,5,0.833,4.496,safety_research,frontier,2,ko
Recursive,6,3,5,0.833,4.496,agentic_ai,safety_research,1,en
독특한,6,3,5,0.833,4.496,agentic_ai,guideline,1,ko
못하 한계,6,3,5,0.833,4.496,open_weight,frontier,2,ko
등장하,6,3,5,0.833,4.496,law,norms,1,ko
엄격한 평가,6,3,5,0.833,4.496,physical_ai,,2,ko
탐지 도구,6,3,5,0.833,4.496,deepfake_disinfo,law,2,ko
공공 서비스,6,3,5,0.833,4.496,guideline,standards,2,ko
Record,6,3,5,0.833,4.496,law,frontier,1,en
양의,6,3,5,0.833,4.496,safety_research,agentic_ai,1,ko
정리할,6,3,5,0.833,4.496,frontier,youth,1,ko
조사해,6,3,5,0.833,4.496,politics,safety_research,1,ko
근거 확인,6,3,5,0.833,4.496,frontier,national_security,2,ko
소량,6,3,5,0.833,4.496,safety_research,law,1,ko
근사,6,3,5,0.833,4.496,safety_research,guideline,1,ko
엔트로피,6,3,5,0.833,4.496,safety_research,frontier,1,ko
믿고,7,4,3,0.429,4.494,youth,safety_research,1,ko
연구 주제,7,4,3,0.429,4.494,safety_research,agentic_ai,2,ko
급증했,5,3,5,1.0,4.471,agentic_ai,deepfake_disinfo,1,ko
둔화,5,3,5,1.0,4.471,sovereign_ai,frontier,1,ko
보안 침해,5,3,5,1.0,4.471,frontier,open_weight,2,ko
남아 있으,5,3,5,1.0,4.471,open_weight,frontier,2,ko
건이 넘는,5,3,5,1.0,4.471,frontier,agentic_ai,2,ko
무인체계,5,3,5,1.0,4.471,national_security,physical_ai,1,ko
방법 등을,5,3,5,1.0,4.471,cybersecurity,agentic_ai,2,ko
탈출해,5,3,5,1.0,4.471,cybersecurity,frontier,1,ko
보안 분석,5,3,5,1.0,4.471,cybersecurity,standards,2,ko
망상적,5,3,5,1.0,4.471,law,youth,1,ko
전국민,5,3,5,1.0,4.471,agentic_ai,cybersecurity,1,ko
prompt-level,5,3,5,1.0,4.471,safety_research,frontier,1,en
소비자용,5,3,5,1.0,4.471,open_weight,national_security,1,ko
하루 만에,5,3,5,1.0,4.471,safety_research,deepfake_disinfo,2,ko
동기화,5,3,5,1.0,4.471,national_security,agentic_ai,1,ko
understand,5,3,5,1.0,4.471,frontier,deepfake_disinfo,1,en
wrong,5,3,5,1.0,4.471,frontier,cybersecurity,1,en
인터넷 노출된,5,3,5,1.0,4.471,cybersecurity,agentic_ai,2,ko
않았던,5,3,5,1.0,4.471,frontier,agentic_ai,1,ko
허깅페이스 서버,5,3,5,1.0,4.471,frontier,cybersecurity,2,ko
내부 정보,5,3,5,1.0,4.471,politics,norms,2,ko
체계 마련하고,5,3,5,1.0,4.471,cybersecurity,frontier,2,ko
misaligned behavior,5,3,5,1.0,4.471,safety_research,cybersecurity,2,en
transformernews,5,3,5,1.0,4.471,frontier,cybersecurity,1,en
무단 행동,5,3,5,1.0,4.471,agentic_ai,frontier,2,ko
내장된,5,3,5,1.0,4.471,cybersecurity,law,1,ko
Open-weight Models,5,3,5,1.0,4.471,open_weight,frontier,2,en
justification,5,3,5,1.0,4.471,safety_research,guideline,1,en
불투명하고,5,3,5,1.0,4.471,national_security,frontier,1,ko
대형 기술기업,5,3,5,1.0,4.471,youth,physical_ai,2,ko
건설 반대,5,3,5,1.0,4.471,politics,cybersecurity,2,ko
보안위협,5,3,5,1.0,4.471,cybersecurity,guideline,1,ko
컨소시엄 선정,5,3,5,1.0,4.471,cybersecurity,incidents,2,ko
정부 사이버,5,3,5,1.0,4.471,cybersecurity,frontier,2,ko
선제,5,3,5,1.0,4.471,cybersecurity,national_security,1,ko
사용 환경,5,3,5,1.0,4.471,frontier,cybersecurity,2,ko
안전 예측,5,3,5,1.0,4.471,national_security,norms,2,ko
사전 검증,5,3,5,1.0,4.471,law,youth,2,ko
불이익,5,3,5,1.0,4.471,law,,1,ko
smart glasses,5,3,5,1.0,4.471,law,,2,en
Artificial Analysis Intelligence,5,3,5,1.0,4.471,frontier,,3,en
Analysis Intelligence Index,5,3,5,1.0,4.471,frontier,,3,en
보정된,5,3,5,1.0,4.471,safety_research,guideline,1,ko
Shape,5,3,5,1.0,4.471,politics,norms,1,en
Experience,5,3,5,1.0,4.471,deepfake_disinfo,safety_research,1,en
adapter,5,3,5,1.0,4.471,safety_research,frontier,1,en
constraint,5,3,5,1.0,4.471,safety_research,politics,1,en
공격 효과,5,3,5,1.0,4.471,safety_research,national_security,2,ko
거버넌스 원칙,5,3,5,1.0,4.471,guideline,national_security,2,ko
AIGL Newsletter,5,3,5,1.0,4.471,norms,,2,en
종합한,5,3,5,1.0,4.471,agentic_ai,law,1,ko
추적기,5,3,5,1.0,4.471,agentic_ai,healthcare,1,ko
과세,5,3,5,1.0,4.471,norms,guideline,1,ko
모델 접근성,5,3,5,1.0,4.471,frontier,guideline,2,ko
의존적,5,3,5,1.0,4.471,safety_research,cybersecurity,1,ko
확산 기반,5,3,5,1.0,4.471,safety_research,,2,ko
기반 대규모,5,3,5,1.0,4.471,guideline,incidents,2,ko
금지했,5,3,5,1.0,4.471,guideline,safety_research,1,ko
심리적 피해,5,3,5,1.0,4.471,deepfake_disinfo,law,2,ko
next-generation,5,3,5,1.0,4.471,frontier,cybersecurity,1,en
체결한,5,3,5,1.0,4.471,law,frontier,1,ko
디지털 분야,5,3,5,1.0,4.471,cybersecurity,,2,ko
비차별,5,3,5,1.0,4.471,norms,cybersecurity,1,ko
Low-Resource,5,3,5,1.0,4.471,safety_research,cybersecurity,1,en
승리,5,3,5,1.0,4.471,healthcare,youth,1,ko
중단한,5,3,5,1.0,4.471,cybersecurity,frontier,1,ko
사건 번호,5,3,5,1.0,4.471,law,frontier,2,ko
중단 기능,5,3,5,1.0,4.471,agentic_ai,law,2,ko
판독 가능한,5,3,5,1.0,4.471,law,deepfake_disinfo,2,ko
보완될,5,3,5,1.0,4.471,law,guideline,1,ko
Ecosystems,5,3,5,1.0,4.471,agentic_ai,safety_research,1,en
였지,5,3,5,1.0,4.471,safety_research,frontier,1,ko
missing,5,3,5,1.0,4.471,cybersecurity,frontier,1,en
초대,5,3,5,1.0,4.471,politics,deepfake_disinfo,1,ko
제소,5,3,5,1.0,4.471,law,frontier,1,ko
거버넌스 절차,5,3,5,1.0,4.471,law,standards,2,ko
배치해,5,3,5,1.0,4.471,law,frontier,1,ko
Candidate,5,3,5,1.0,4.471,safety_research,law,1,en
Server,5,3,5,1.0,4.471,cybersecurity,agentic_ai,1,en
흔들리,5,3,5,1.0,4.471,safety_research,sovereign_ai,1,ko
에이전트 자체,5,3,5,1.0,4.471,cybersecurity,agentic_ai,2,ko
감사 결과,5,3,5,1.0,4.471,youth,law,2,ko
음모론,5,3,5,1.0,4.471,deepfake_disinfo,politics,1,ko
홍보하,5,3,5,1.0,4.471,deepfake_disinfo,frontier,1,ko
KAIST,5,3,5,1.0,4.471,physical_ai,cybersecurity,1,en
개발업체,5,3,5,1.0,4.471,law,norms,1,ko
골든타임,5,3,5,1.0,4.471,law,agentic_ai,1,ko
형법,5,3,5,1.0,4.471,law,deepfake_disinfo,1,ko
임상 적용,5,3,5,1.0,4.471,healthcare,safety_research,2,ko
교육과정,5,3,5,1.0,4.471,healthcare,norms,1,ko
최적화해,5,3,5,1.0,4.471,safety_research,agentic_ai,1,ko
Speculative,5,3,5,1.0,4.471,safety_research,guideline,1,en
연구 환경,5,3,5,1.0,4.471,cybersecurity,healthcare,2,ko
고의적 침해,5,3,5,1.0,4.471,law,frontier,2,ko
일의,5,3,5,1.0,4.471,frontier,cybersecurity,1,ko
시스템 접근,5,3,5,1.0,4.471,agentic_ai,frontier,2,ko
소송 재판,5,3,5,1.0,4.471,law,frontier,2,ko
Assessing,5,3,5,1.0,4.471,law,youth,1,en
Needs,5,3,5,1.0,4.471,youth,frontier,1,en
답안,5,3,5,1.0,4.471,open_weight,norms,1,ko
사후학습,5,3,5,1.0,4.471,law,agentic_ai,1,ko
사무직,5,3,5,1.0,4.471,law,frontier,1,ko
제도 설계,5,3,5,1.0,4.471,standards,law,2,ko
Defensive,5,3,5,1.0,4.471,agentic_ai,cybersecurity,1,en
Lite,5,3,5,1.0,4.471,open_weight,cybersecurity,1,en
Gemini Omni,5,3,5,1.0,4.471,frontier,,2,en
변하지,5,3,5,1.0,4.471,healthcare,safety_research,1,ko
드라이버,5,3,5,1.0,4.471,agentic_ai,safety_research,1,ko
해답,5,3,5,1.0,4.471,law,youth,1,ko
주목할,5,3,5,1.0,4.471,cybersecurity,frontier,1,ko
규격,5,3,5,1.0,4.471,agentic_ai,standards,1,ko
개정된,5,3,5,1.0,4.471,guideline,law,1,ko
모델링하,5,3,5,1.0,4.471,safety_research,cybersecurity,1,ko
